id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;potential;preferred_foot;international_reputation;weak_foot;skill_moves;body_type;difficulty
10065;M. Eisa;Mo Eisa;7/12/1994;182.88;69.9;ST;Sudan;65;72;Right;1;3;3;Lean;Very Hard
10066;Benito;Benito Ramírez del Toro;7/11/1995;152.4;73.9;LM,RM;Spain;65;73;Left;1;3;3;Normal;Very Hard
10067;D. Van den Buijs;Dario Van den Buijs;9/12/1995;187.96;78.0;CB;Belgium;65;71;Left;1;3;2;Lean;Very Hard
10068;O. Hadžikić;Osman Hadžikić;3/12/1996;185.42;84.8;GK;Austria;65;71;Right;1;3;1;Normal;Very Hard
10069;H. Memolla;Hysen Memolla;7/3/1992;185.42;78.0;LB;Albania;65;68;Left;1;4;2;Normal;Very Hard
10070;S. Al Rubaie;Saeed Awadh Al Yami;6/4/1994;187.96;79.8;CB;Saudi Arabia;65;71;Right;1;2;2;Normal;Very Hard
10071;K. Osorio;Kelvin Osorio;10/29/1993;182.88;76.2;CM;Colombia;65;70;Right;1;3;3;Normal;Very Hard
10072;A. Sandona;Agustín Sandona;5/1/1993;182.88;78.0;CB,RB;Argentina;65;70;Right;1;3;2;Normal;Very Hard
10073;P. Parzyszek;Piotr Parzyszek;9/8/1993;190.5;79.8;ST;Poland;65;69;Right;1;4;2;Lean;Very Hard
10074;K. Tokstad;Kristoffer Tokstad;7/5/1991;185.42;83.9;RM,RW;Norway;65;65;Right;1;2;2;Normal;Very Hard
10075;G. Wüthrich;Gregory Wüthrich;12/4/1994;193.04;88.0;CB;Switzerland;65;74;Right;1;2;2;Normal;Very Hard
10076;N. Ansell;Nick Ansell;2/2/1994;185.42;83.0;CB;Australia;65;71;Right;1;3;2;Normal;Very Hard
10077;C. Hemlein;Christoph Hemlein;12/16/1990;154.94;78.9;RM,RW;Germany;65;65;Right;1;3;3;Normal;Very Hard
10078;T. Mokoena;Teboho Mokoena;1/24/1997;175.26;72.1;CM,CAM;South Africa;65;72;Right;1;3;3;Lean;Very Hard
10079;Yang Sang Min;양상민 梁相珉;4/24/1984;182.88;78.0;CB,LB;Korea Republic;65;65;Left;1;3;2;Normal;Very Hard
10080;M. Jakoliš;Marin Jakoliš;12/26/1996;182.88;69.9;ST,RM,LM;Croatia;65;72;Right;1;3;2;Normal;Very Hard
10081;J. Tveita;Jon Helge Tveita;1/27/1992;182.88;79.8;RB,RM;Norway;65;66;Right;1;3;2;Normal;Very Hard
10082;D. Henry;Doneil Henry;4/20/1993;187.96;82.1;CB,RB;Canada;65;70;Right;1;2;2;Normal;Very Hard
10083;Caíque;Caíque Venâncio Lemes;7/12/1993;185.42;74.8;ST;Brazil;65;70;Right;1;3;3;Lean;Very Hard
10084;K. Michalak;Konrad Michalak;9/19/1997;175.26;60.8;RM;Poland;65;76;Right;1;2;3;Lean;Very Hard
10085;J. Schryvers;Jur Schryvers;3/11/1997;154.94;73.0;RB,CDM,RWB;Belgium;65;73;Right;1;3;2;Normal;Very Hard
10086;M. Riascos;John Misael Riascos Silva;3/29/1991;172.72;73.0;RM,ST,LM;Colombia;65;65;Right;1;4;3;Normal;Very Hard
10087;C. Evina;Cedric Evina;11/16/1991;154.94;79.8;LB,LWB;Cameroon;65;65;Left;1;2;2;Lean;Very Hard
10088;S. Ringstad;Stian Ringstad;8/29/1991;187.96;79.8;LB;Norway;65;66;Left;1;3;3;Normal;Very Hard
10089;M. McKay;Matt McKay;1/11/1983;170.18;64.9;CDM;Australia;65;65;Left;1;3;2;Normal;Very Hard
10090;A. Layouni;Amor Layouni;10/3/1992;190.5;79.8;LW,RW;Sweden;65;66;Left;1;4;3;Lean;Very Hard
10091;G. Nepomuceno;Gevaro Nepomuceno;11/10/1992;175.26;77.1;LM;Curacao;65;66;Left;1;3;3;Normal;Very Hard
10092;G. Castrovilli;Gaetano Castrovilli;2/17/1997;152.4;72.1;CAM,CM,LW;Italy;65;75;Right;1;2;2;Lean;Very Hard
10093;K. Taketomi;武富 孝介;9/23/1990;172.72;68.9;LM,ST,CF;Japan;65;65;Right;1;4;3;Lean;Very Hard
10094;E. Zenga;Erik Zenga;1/18/1993;154.94;76.2;CM,CDM,LM;Germany;65;68;Right;1;3;3;Normal;Very Hard
10095;A. Rodman;Alex Rodman;2/15/1987;187.96;79.8;LM,RM;England;65;65;Right;1;3;3;Lean;Very Hard
10096;V. Sierro;Vincent Sierro;10/8/1995;185.42;74.8;CM,CDM;Switzerland;65;74;Right;1;2;2;Lean;Very Hard
10097;S. Abdul-Salaam;Saad Abdul-Salaam;9/8/1991;193.04;83.9;RB,LB;United States;65;66;Right;1;3;2;Normal;Very Hard
10098;E. Käck;Elliot Käck;9/18/1989;172.72;68.0;LB,LWB;Sweden;65;65;Left;1;4;2;Lean;Very Hard
10099;J. Valencia;César Joel Valencia Castillo;11/16/1994;165.1;60.8;CF,RM,CAM;Ecuador;65;71;Right;1;4;3;Normal;Very Hard
10100;Isma Cerro;Ismael Cerro Sánchez;7/7/1995;152.4;73.0;RM,CAM,LM;Spain;65;72;Right;1;4;3;Normal;Very Hard
10101;A. Dercho;Alexander Dercho;1/21/1987;185.42;74.8;LB;Germany;65;65;Left;1;2;3;Lean;Very Hard
10102;T. Edwards;Thomas Edwards;1/22/1999;175.26;76.2;RB,RWB;England;65;82;Right;1;3;2;Normal;Very Hard
10103;M. Opondo;Moses Opondo;10/28/1997;175.26;72.1;CM,RM;Uganda;65;75;Right;1;3;3;Normal;Very Hard
10104;T. Albutat;Tim Albutat;9/23/1992;182.88;78.9;CDM;Germany;65;69;Right;1;3;2;Normal;Very Hard
10105;Felipe;Felipe Alfonso Criado;4/14/1993;175.26;66.2;RB;Spain;65;69;Right;1;4;2;Normal;Very Hard
10106;H. Opdal;Håkon Eikemo Opdal;6/11/1982;187.96;91.2;GK;Norway;65;65;Right;1;2;1;Stocky;Very Hard
10107;T. Domgjoni;Toni Domgjoni;9/4/1998;152.4;73.9;CM,CDM;Switzerland;65;79;Right;1;4;3;Normal;Very Hard
10108;A. Mallé;Aly Mallé;4/3/1998;152.4;66.2;RM,LM;Mali;65;78;Left;1;3;3;Lean;Very Hard
10109;O. Hawkins;Oliver Hawkins;4/8/1992;198.12;92.1;ST,CB;England;65;68;Right;1;3;2;Lean;Very Hard
10110;K. Edwards;Kyle Edwards;2/17/1998;172.72;64.0;LW,LM,CAM;England;65;77;Right;1;3;3;Normal;Very Hard
10111;S. Scougall;Stefan Scougall;12/7/1992;170.18;57.2;CM,CAM,LM;Scotland;65;68;Left;1;3;3;Lean;Very Hard
10112;L. Mosquera;Luis Hernán Mosquera Chamorro;5/25/1989;175.26;68.0;LB;Colombia;65;65;Left;1;3;2;Lean;Very Hard
10113;L. Holmes;Lee Holmes;4/2/1987;175.26;66.2;RM,LM;England;65;65;Left;1;2;3;Lean;Very Hard
10114;F. Morais;Filipe Morais;11/21/1985;175.26;83.0;CM,RWB;Portugal;65;65;Right;1;3;3;Normal;Very Hard
10115;M. Pink;Markus Pink;2/24/1991;187.96;87.1;ST,LM;Austria;65;65;Right;1;3;2;Normal;Very Hard
10116;R. Zelaya;Rodolfo Antonio Zelaya García;7/3/1988;175.26;69.9;ST;El Salvador;65;65;Left;1;3;3;Lean;Very Hard
10117;F. Kent;Frankie Kent;11/21/1995;187.96;76.2;CB;England;65;75;Right;1;3;2;Lean;Very Hard
10118;O. Abdulaziz;Omar Abdulaziz;12/17/1983;172.72;64.0;CDM,CM;Saudi Arabia;65;65;Right;1;3;2;Normal;Very Hard
10119;F. Dick;Florian Dick;11/9/1984;182.88;83.9;RB;Germany;65;65;Right;1;3;2;Normal;Very Hard
10120;A. Wildig;Aaron Wildig;4/15/1992;175.26;73.0;CAM,CDM,CM;England;65;66;Right;1;3;3;Normal;Very Hard
10121;L. Justiniano;Leonel Justiniano;7/2/1992;172.72;69.9;CDM;Bolivia;65;68;Right;1;3;2;Lean;Very Hard
10122;M. Vázquez;Mariano Vázquez;12/20/1992;175.26;71.2;CAM,RM;Argentina;65;68;Left;1;2;3;Normal;Very Hard
10123;A. Erceg;Ante Erceg;12/12/1989;154.94;76.2;ST;Croatia;65;65;Right;1;3;3;Normal;Very Hard
10124;Park Dae Han;박대한 朴大韩;5/1/1991;175.26;69.9;LB;Korea Republic;65;65;Right;1;4;2;Normal;Very Hard
10125;M. Lorenzen;Melvyn Lorenzen;11/26/1994;187.96;86.2;LW,ST;Uganda;65;70;Right;1;2;3;Normal;Very Hard
10126;N. Avellaneda;Nicolás Gastón Avellaneda;2/24/1993;190.5;83.0;GK;Argentina;65;69;Right;1;3;1;Lean;Very Hard
10127;J. Lopy;Joseph Lopy;3/15/1992;154.94;68.0;CM;Senegal;65;66;Right;1;3;2;Lean;Very Hard
10128;M. Dube;Mthokozisi Dube;9/10/1992;167.64;69.9;RB;South Africa;65;68;Right;1;3;2;Normal;Very Hard
10129;J. Masson;Julien Masson;6/18/1998;182.88;76.2;CDM,CM;France;65;77;Left;1;2;2;Lean;Very Hard
10130;Javi Jiménez;Javier Jiménez García;3/11/1997;182.88;73.9;CB;Spain;65;73;Right;1;3;2;Normal;Very Hard
10131;O. Rathbone;Oliver Rathbone;10/10/1996;175.26;76.2;CM,CAM,CDM;England;65;74;Right;1;3;3;Lean;Very Hard
10132;A. O'Neill;Aiden O'Neill;7/4/1998;152.4;69.9;CM;Australia;65;77;Right;1;3;3;Normal;Very Hard
10133;Fernando;Fernando Martínez Rubio;6/10/1990;185.42;78.9;GK;Spain;65;68;Right;1;3;1;Normal;Very Hard
10134;J. Edwards;Joe Edwards;10/31/1990;172.72;73.0;CM,LM;England;65;65;Right;1;4;3;Normal;Very Hard
10135;C. Trueman;Connal Trueman;3/26/1996;185.42;74.8;GK;England;65;75;Right;1;3;1;Normal;Very Hard
10136;N. Besler;Nick Besler;5/7/1993;185.42;74.8;CB,CDM;United States;65;70;Right;1;2;2;Lean;Very Hard
10137;Iván Márquez;Iván Márquez Álvarez;6/9/1994;190.5;79.8;CB;Spain;65;69;Right;1;3;2;Normal;Very Hard
10138;J. Caenepeel;Jinty Caenepeel;7/18/1996;175.26;68.9;RM;Belgium;65;72;Right;1;4;3;Lean;Very Hard
10139;V. Ramis;Victorio Gabriel Ramis;7/7/1994;154.94;77.1;RM,ST,LM;Argentina;65;70;Right;1;3;3;Normal;Very Hard
10140;João Nunes;João Aniceto Grandela Nunes;11/19/1995;187.96;79.8;RB,CB;Portugal;65;70;Right;1;2;2;Normal;Very Hard
10141;U. Nayir;Umut Nayir;6/28/1993;190.5;74.8;ST;Turkey;65;70;Right;1;2;2;Normal;Very Hard
10142;S. Mrowca;Sebastian Mrowca;1/16/1994;152.4;78.9;CDM;Poland;65;68;Right;1;3;2;Stocky;Very Hard
10143;J. Clark;Jordan Clark;9/22/1993;182.88;73.0;RM;England;65;68;Right;1;3;3;Normal;Very Hard
10144;I. Akdağ;İbrahim Akdağ;7/21/1991;152.4;74.8;CDM,CAM;Turkey;65;66;Right;1;4;2;Normal;Very Hard
10145;E. Birniçan;Eray Birniçan;7/20/1988;187.96;88.9;GK;Turkey;65;65;Right;1;1;1;Normal;Very Hard
10146;C. Giousis;Christos Giousis;2/8/1999;175.26;66.2;CAM,RM;Greece;65;80;Left;1;4;3;Normal;Very Hard
10147;L. Putaro;Leandro Putaro;1/7/1997;187.96;77.1;RM,ST,LM,LW;Germany;65;72;Left;1;3;3;Lean;Very Hard
10148;S. Bakış;Sinan Bakış;4/22/1994;187.96;79.8;ST,RM;Turkey;65;70;Right;1;3;2;Normal;Very Hard
10149;A. Al Sulayhim;Abdulmajeed Al Sulayhim;5/15/1994;170.18;63.0;CDM,CAM,CM,LM;Saudi Arabia;65;68;Right;1;4;3;Lean;Very Hard
10150;Marcelo;Marcelo Machado dos Santos;5/29/1994;154.94;77.1;CDM,CM;Brazil;65;69;Right;1;2;2;Normal;Very Hard
10151;M. Antonucci;Mirko Antonucci;3/11/1999;154.94;69.9;LW,RW;Italy;65;81;Right;1;3;3;Lean;Very Hard
10152;H. Chapman;Harry Chapman;11/5/1997;172.72;69.9;LW,LM;England;65;80;Right;1;3;3;Lean;Very Hard
10153;F. Viáfara;Fabián Alexis Viáfara Alarcón;3/16/1992;167.64;64.9;RB;Colombia;65;67;Right;1;3;3;Normal;Very Hard
10154;G. Thomas;George Thomas;3/24/1997;172.72;76.2;CAM,RM;Wales;65;76;Right;1;3;3;Normal;Very Hard
10155;C. Mancilla;Camilo Javier Mancilla Valencia;3/26/1993;182.88;72.1;CB;Colombia;65;71;Right;1;2;2;Lean;Very Hard
10156;M. Hernandez;Moises Hernandez;3/5/1992;182.88;69.9;LB;Guatemala;65;68;Left;1;3;2;Lean;Very Hard
10157;J. Dalé;Maurice Junior Dalé;7/12/1985;185.42;81.2;ST;France;65;65;Right;1;3;3;Normal;Very Hard
10158;L. Di Matteo;Luca Di Matteo;2/25/1988;154.94;73.9;LM,LB;Italy;65;65;Left;1;3;2;Lean;Very Hard
10159;A. Ogogo;Abumere Tafadzwa Ogogo;11/3/1989;152.4;78.0;CM,CDM;England;65;65;Right;1;4;2;Normal;Very Hard
10160;G. Deegan;Gary Deegan;9/28/1987;175.26;74.8;CDM,CM;Republic of Ireland;65;65;Right;1;3;2;Stocky;Very Hard
10161;K. Shelton;Khiry Shelton;6/26/1993;190.5;83.9;ST,RW;United States;65;70;Right;1;3;3;Lean;Very Hard
10162;T. Rühle;Tobias Rühle;2/7/1991;152.4;78.9;ST,RM;Germany;65;65;Right;1;4;3;Normal;Very Hard
10163;D. Bouzanis;Dean Bouzanis;10/2/1990;185.42;83.9;GK;Australia;65;65;Right;1;3;1;Normal;Very Hard
10164;Muñoz;Aihen Muñoz Capellán;8/16/1997;175.26;72.1;LB,LW;Spain;65;76;Left;1;3;2;Lean;Very Hard
10165;J. Clarke;Jack Clarke;11/23/2000;152.4;73.9;RM,LM;England;65;82;Right;1;4;3;Lean;Very Hard
10166;José Lara;José Alonso Alonso Lara;3/7/2000;167.64;59.9;RM,LM;Spain;65;79;Left;1;3;2;Normal;Very Hard
10167;Fan Yunlong;范云龙;3/15/1989;154.94;74.8;CM;China PR;65;65;Right;1;3;3;Lean;Very Hard
10168;Y. Mena;Yessy Ferley Mena Palacios;7/15/1989;170.18;71.2;ST,RM,LM,LW;Colombia;65;65;Left;1;3;2;Stocky;Very Hard
10169;J. Blomberg;Johan Blomberg;6/14/1987;152.4;64.0;CM,RWB;Sweden;65;65;Right;1;3;3;Normal;Very Hard
10170;K. Haraldseid;Kristoffer Haraldseid;1/17/1994;154.94;73.9;RB;Norway;65;69;Right;1;3;2;Normal;Very Hard
10171;Berrocal;Juan Berrocal González;12/5/1999;182.88;72.1;CB;Spain;65;79;Right;1;2;2;Normal;Very Hard
10172;C. Jakobsen;Christian Jakobsen;3/27/1993;187.96;83.9;LM;Denmark;65;68;Right;1;4;3;Lean;Very Hard
10173;F. Mendy;Formose Mendy;10/8/1993;185.42;79.8;CB;France;65;71;Right;1;3;2;Lean;Very Hard
10174;C. Long;Chris Long;2/25/1995;154.94;77.1;ST;England;65;72;Right;1;3;2;Normal;Very Hard
10175;Urko Vera;Urko Vera Mateos;5/14/1987;190.5;88.0;ST;Spain;65;65;Right;1;3;2;Normal;Very Hard
10176;B. Tsonev;Borislav Tsonev;4/29/1995;170.18;64.9;CAM;Bulgaria;65;71;Right;1;3;3;Normal;Very Hard
10177;S. Pawłowski;Szymon Pawłowski;11/4/1986;175.26;68.9;CAM,LM;Poland;65;65;Right;1;3;3;Lean;Very Hard
10178;Luquinhas;Lucas Lima Linhares;9/28/1996;167.64;67.1;LW;Brazil;65;72;Right;1;2;3;Normal;Very Hard
10179;Marquitos;Marcos García Barreno;3/21/1987;175.26;69.9;CM,LW,LM,CAM;Spain;65;65;Left;1;3;3;Lean;Very Hard
10180;B. Smith;Brad Smith;4/9/1994;152.4;69.9;LB,LWB;Australia;65;70;Left;1;3;2;Normal;Very Hard
10181;M. Erb;Mario Erb;6/16/1990;182.88;73.9;CB;Germany;65;66;Right;1;3;2;Lean;Very Hard
10182;C. Benavídez;Carlos Benavídez;3/30/1998;185.42;77.1;CDM;Uruguay;65;75;Right;1;3;2;Lean;Very Hard
10183;A. Cistana;Andrea Cistana;4/1/1997;152.4;78.0;CB;Italy;65;75;Right;1;3;2;Normal;Very Hard
10184;G. Perea;Geisson Perea;8/6/1991;152.4;73.0;CB;Colombia;65;68;Right;1;3;2;Normal;Very Hard
10185;S. Lundholm;Sam Lundholm;7/1/1994;154.94;74.8;RM,LM;Sweden;65;70;Left;1;3;3;Lean;Very Hard
10186;G. Halford;Greg Halford;12/8/1984;193.04;81.2;CDM,CB;England;65;65;Right;1;3;2;Lean;Very Hard
10187;Jorge Cuenca;Jorge Cuenca Barreno;11/17/1999;187.96;76.2;CB;Spain;65;78;Left;1;3;2;Normal;Very Hard
10188;M. Epps;Marcus Epps;1/16/1995;182.88;73.0;RM,RW,LM,LW;United States;65;71;Right;1;3;4;Normal;Very Hard
10189;B. Mason;Brandon Mason;9/30/1997;172.72;69.9;LB;England;65;76;Left;1;2;3;Lean;Very Hard
10190;F. Rodríguez;Fábio Darío Rodríguez Mejía;10/3/1985;175.26;67.1;LB;Colombia;65;65;Left;1;3;2;Normal;Very Hard
10191;N. Lavanchy;Numa Lavanchy;8/25/1993;175.26;73.0;RB,RM;Switzerland;65;70;Right;1;3;3;Normal;Very Hard
10192;M. Budziński;Marcin Budziński;7/6/1990;182.88;79.8;CDM,CAM;Poland;65;65;Right;1;3;3;Normal;Very Hard
10193;J. Dacres-Cogley;Josh Dacres-Cogley;3/12/1996;175.26;68.0;RB,CB;England;65;74;Right;1;3;2;Lean;Very Hard
10194;O. Sidibé;Ousmane Sidibé;4/23/1985;152.4;76.2;CB,RB;Guinea;65;65;Right;1;3;2;Stocky;Very Hard
10195;K. Moleko;Kgotso Moleko;8/27/1989;154.94;76.2;RB,RM;South Africa;65;65;Right;1;2;3;Normal;Very Hard
10196;H. Radetinac;Haris Radetinac;10/28/1985;187.96;73.0;RM,LM;Serbia;65;65;Right;1;2;3;Lean;Very Hard
10197;Y. Barnawi;Yaseen Omar Barnawi;10/1/1993;152.4;73.0;RB;Saudi Arabia;65;69;Right;1;3;2;Normal;Very Hard
10198;R. Mišlov;Roko Mišlov;5/26/1988;190.5;77.1;CDM,CB;Croatia;65;65;Right;1;2;2;Normal;Very Hard
10199;A. Hopmark;Andreas Hopmark;7/6/1991;193.04;88.0;CB,CDM;Norway;65;67;Right;1;3;2;Normal;Very Hard
10200;N. Kuipers;Nick Kuipers;10/8/1992;190.5;93.0;CB;Netherlands;65;68;Right;1;2;2;Stocky;Very Hard
10201;Kim Yong Hwan;김용환 金永焕;5/25/1993;175.26;68.0;LB,LM,RB;Korea Republic;65;69;Right;1;4;2;Lean;Very Hard
10202;A. Cairns;Alex Cairns;1/4/1993;182.88;72.1;GK;England;65;70;Left;1;3;1;Normal;Very Hard
10203;L. Giovini;Lucas Raúl Giovini Schiapino;10/13/1981;190.5;73.0;GK;Argentina;65;65;Right;1;2;1;Normal;Very Hard
10204;A. Vallci;Albert Vallci;7/2/1995;190.5;82.1;LB,RB,CB;Austria;65;74;Left;1;5;2;Normal;Very Hard
10205;S. Takahashi;髙橋 峻希;5/4/1990;170.18;68.0;RB,LB,RWB;Japan;65;65;Right;1;3;2;Stocky;Very Hard
10206;V. Damascan;Vitalie Damascan;1/24/1999;154.94;68.9;ST;Moldova;65;79;Right;1;3;2;Normal;Very Hard
10207;S. Kroll;Steve Kroll;5/7/1997;190.5;87.1;GK;Germany;65;73;Right;1;3;1;Normal;Very Hard
10208;J. Bree;James Bree;12/11/1997;152.4;73.9;RB;England;65;78;Right;1;2;2;Lean;Very Hard
10209;P. Breier;Pascal Breier;2/2/1992;185.42;77.1;ST,RM,RW,LW;Germany;65;66;Right;1;3;3;Lean;Very Hard
10210;S. Calvano;Simone Calvano;7/11/1993;182.88;74.8;CM;Italy;65;67;Right;1;3;2;Lean;Very Hard
10211;T. Mickel;Tom Mickel;4/19/1989;185.42;83.9;GK;Germany;65;65;Right;1;2;1;Normal;Very Hard
10212;Y. Amankwah;Yaw Amankwah;7/7/1988;195.58;93.9;CB;Norway;65;65;Right;1;3;2;Normal;Very Hard
10213;Aitor Ruibal;Aitor Ruibal García;3/22/1996;175.26;74.8;ST,RM;Spain;65;74;Right;1;3;2;Normal;Very Hard
10214;L. González;Luis González;12/22/1990;170.18;66.2;RW,CAM;Venezuela;65;65;Right;1;4;3;Normal;Very Hard
10215;H. Otani;大谷 秀和;11/6/1984;175.26;67.1;CDM,CM;Japan;65;65;Right;1;3;2;Normal;Very Hard
10216;R. Amin;Rewan Amin;1/8/1996;152.4;74.8;CM;Netherlands;65;72;Right;1;4;3;Normal;Very Hard
10217;P. González;Pablo González;7/7/1992;175.26;69.9;CM,CDM;Mexico;65;68;Right;1;3;2;Normal;Very Hard
10218;D. Mayor;Danny Mayor;10/18/1990;182.88;76.2;CM,LM;England;65;65;Right;1;3;4;Lean;Very Hard
10219;K. Veendorp;Keziah Veendorp;2/17/1997;182.88;77.1;CB;Netherlands;65;74;Right;1;4;2;Stocky;Very Hard
10220;Park Yi-Young;박이영 朴易扬;6/29/1994;185.42;71.2;RB,CDM,CB;Korea Republic;65;70;Left;1;4;2;Lean;Very Hard
10221;L. Jäger;Lukas Jäger;2/12/1994;182.88;73.9;CDM,CB;Austria;65;70;Right;1;3;2;Normal;Very Hard
10222;Z. Ismail;Zeli Ismail;12/12/1993;152.4;74.8;RM;England;65;68;Right;1;5;4;Normal;Very Hard
10223;E. Upson;Edward Upson;11/21/1989;154.94;73.0;CM,CDM;England;65;65;Right;1;3;3;Normal;Very Hard
10224;Kweon Han Jin;권한진 权玄进;5/19/1988;187.96;77.1;CB;Korea Republic;65;65;Right;1;2;2;Normal;Very Hard
10225;T. Cancellotti;Tommaso Cancellotti;5/22/1992;185.42;74.8;RM,RB;Italy;65;66;Right;1;3;3;Normal;Very Hard
10226;C. Bayala;Cyrille Bayala;5/24/1996;154.94;68.0;RM,RW;Burkina Faso;65;72;Right;1;3;3;Lean;Very Hard
10227;A. Olliero;Alexandre Olliero;2/15/1996;193.04;84.8;GK;France;65;70;Right;1;2;1;Normal;Very Hard
10228;M. Valjent;Martin Valjent;12/11/1995;185.42;83.0;CB,RB;Slovakia;65;71;Right;1;2;2;Lean;Very Hard
10229;M. Fellah;Mohammed Fellah;5/24/1989;167.64;69.9;RM,LM;Norway;65;65;Left;1;3;4;Normal;Very Hard
10230;S. Daham;Sofiane Daham;1/15/1996;154.94;69.9;CM;Algeria;65;74;Right;1;2;3;Lean;Very Hard
10231;Noblejas;Javier García-Noblejas;3/18/1993;187.96;77.1;LB,LM;Spain;65;70;Left;1;2;2;Lean;Very Hard
10232;J. Duncan;Jack Duncan;4/19/1993;187.96;82.1;GK;Australia;65;68;Right;1;3;1;Normal;Very Hard
10233;F. Boyer;Fabien Boyer;4/12/1991;187.96;79.8;LB,CB;Madagascar;65;66;Left;1;3;2;Normal;Very Hard
10234;D. Ojeda;Delio Ojeda;9/25/1985;182.88;79.8;CB;Paraguay;65;65;Right;1;3;2;Normal;Very Hard
10235;A. Crognale;Alex Crognale;8/27/1994;195.58;93.0;CB;United States;65;73;Right;1;2;2;Lean;Very Hard
10236;B. Konaté;Brahim Konaté;3/20/1996;154.94;66.2;CDM,CM;France;65;72;Right;1;3;2;Lean;Very Hard
10237;A. Ciranni;Alessandro Ciranni;6/28/1996;175.26;69.9;RB;Belgium;65;72;Right;1;3;3;Lean;Very Hard
10238;T. Rieder;Tim Rieder;9/3/1993;185.42;77.1;CB,CDM,RB;Germany;65;70;Right;1;3;2;Normal;Very Hard
10239;M. Lundemo;Marius Lundemo;4/11/1994;187.96;82.1;CM;Norway;65;72;Right;1;3;3;Normal;Very Hard
10240;J. Ayala;Josué Daniel Ayala;5/30/1988;182.88;84.8;GK;Argentina;65;65;Left;1;2;1;Normal;Very Hard
10241;A. Abdu Jaber;Ahmed Abdu Jaber;8/8/1996;152.4;69.9;ST;Eritrea;65;71;Right;1;3;2;Normal;Very Hard
10242;R. Janssen;Roel Janssen;6/16/1990;152.4;69.9;LB;Netherlands;65;65;Left;1;3;2;Normal;Very Hard
10243;K. Matsubara;松原 後;8/30/1996;182.88;72.1;LB;Japan;65;72;Left;1;3;3;Lean;Very Hard
10244;Liu Dianzuo;刘殿座;6/26/1990;187.96;82.1;GK;China PR;65;65;Right;1;3;1;Normal;Very Hard
10245;B. Dickenson;Brennan Dickenson;2/26/1993;182.88;81.2;LM,LWB;England;65;66;Left;1;3;2;Normal;Very Hard
10246;J. Reinhardt;Julius Reinhardt;3/29/1988;182.88;74.8;CDM,CM,CB;Germany;65;65;Right;1;4;2;Normal;Very Hard
10247;A. Gaich;Adolfo Julián Gaich;2/26/1999;190.5;78.9;ST;Argentina;65;82;Right;1;2;2;Normal;Very Hard
10248;J. Pendant;Jason Pendant;2/9/1997;152.4;64.0;LB;France;65;74;Left;1;3;2;Lean;Very Hard
10249;F. Jamnig;Florian Jamnig;11/3/1990;182.88;69.9;RM,CF;Austria;65;65;Right;1;4;2;Normal;Very Hard
10250;Ángel Galván;Ángel Jesús Galván Rivero;4/16/1993;190.5;83.0;GK;Spain;65;71;Right;1;2;1;Lean;Very Hard
10251;L. Schwechlen;Léo Schwechlen;6/5/1989;182.88;78.0;LB,CB;France;65;65;Left;1;2;2;Normal;Very Hard
10252;M. Belkhiter;Mokhtar Belkhiter;1/15/1992;154.94;73.0;RB;Algeria;65;66;Right;1;3;2;Normal;Very Hard
10253;D. Volkmer;Dominic Volkmer;4/27/1996;193.04;88.0;CB;Germany;65;72;Left;1;3;2;Normal;Very Hard
10254;D. Ball;Dominic Ball;8/2/1995;185.42;74.8;CDM,CB;England;65;72;Right;1;2;2;Normal;Very Hard
10255;F. Kath;Florian Kath;10/21/1994;185.42;78.0;LM;Germany;65;69;Left;1;3;3;Lean;Very Hard
10256;J. Willis;Jordan Willis;8/24/1994;154.94;69.9;CB;England;65;72;Right;1;3;2;Normal;Very Hard
10257;A. Sabiri;Abdelhamid Sabiri;11/28/1996;185.42;79.8;LM,CAM;Germany;65;76;Right;1;4;3;Normal;Very Hard
10258;N. Ishihara;石原 直樹;8/14/1984;172.72;62.1;ST,CF,RW;Japan;65;65;Right;1;3;3;Lean;Very Hard
10259;H. Matthys;Hervé Matthys;1/19/1996;182.88;77.1;CB;Belgium;65;72;Left;1;3;2;Lean;Very Hard
10260;L. James;Lloyd James;2/16/1988;152.4;73.9;CM;Wales;65;65;Right;1;3;2;Normal;Very Hard
10261;P. Jaquez;Pablo Jaquez;9/29/1995;154.94;74.8;CB;Mexico;65;75;Right;1;3;2;Lean;Very Hard
10262;Shim Dong Woon;심원운 沈东云;3/3/1990;170.18;68.9;CM,LM;Korea Republic;65;65;Right;1;5;3;Normal;Very Hard
10263;J. Washausen;Jan Washausen;10/12/1988;185.42;78.9;CDM;Germany;65;65;Right;1;3;2;Lean;Very Hard
10264;O. Gnjatić;Ognjen Gnjatić;10/16/1991;190.5;81.2;CDM;Bosnia Herzegovina;65;67;Right;1;2;2;Normal;Very Hard
10265;S. Grether;Simon Grether;5/20/1992;152.4;74.8;RB,RM,LB;Switzerland;65;68;Right;1;3;2;Normal;Very Hard
10266;Jeong Hyuk;정혁 张赫;5/21/1986;175.26;69.9;CM,CDM;Korea Republic;65;65;Right;1;3;2;Normal;Very Hard
10267;J. Brown;Junior Brown;5/7/1989;175.26;68.0;LB;England;65;65;Left;1;3;2;Normal;Very Hard
10268;J. Dacosta;Julien Da Costa;5/29/1996;182.88;77.1;RB;France;65;73;Right;1;3;2;Normal;Very Hard
